coarse_agg_weight,fine_agg_weight,current_weight,fly_ash_weight,AEA_dose,type_awra_dose,W/(C+P),design_strength,actual_strength,poor_strength,overdesign
17190,15480,5118,0,0,3.05,0.53,3500,4160,no,1.188571429
17100,15540,5124,0,0,3.04,0.53,3500,4210,no,1.202857143
17040,15570,5124,0,0,3.04,0.53,3500,4550,no,1.3
5400,4340,1705,0,0,2.82,0.46,3500,6850,no,1.957142857
19930,15460,5930,0,0,3.04,0.45,3500,4820,no,1.377142857
18070,14030,5390,0,0,3.04,0.46,3500,4780,no,1.365714286
18420,14180,5395,0,0,2.97,0.48,3500,4760,no,1.36
18420,14160,5400,0,0,2.96,0.48,3500,4730,no,1.351428571
18490,14390,5395,0,0,2.97,0.48,3500,5650,no,1.614285714
18500,14100,5390,0,0,2.97,0.48,3500,5260,no,1.502857143
18470,14400,5395,0,0,2.97,0.48,3500,5460,no,1.56
13890,10580,4040,0,0,2.97,0.46,3500,5550,no,1.585714286
18640,14190,5395,0,0,3.04,0.48,3500,5950,no,1.7
18510,14220,5395,0,0,2.97,0.49,3500,5740,no,1.64
18620,14260,5390,0,0,2.97,0.48,3500,5710,no,1.631428571
18460,14150,5390,0,0,2.97,0.49,3500,5270,no,1.505714286
18460,14080,5440,0,0,3.01,0.45,3500,5270,no,1.505714286
19100,14080,5390,0,0,2.97,0.46,3500,6300,no,1.8
20460,15690,6485,0,0,2.96,0.47,3500,5660,no,1.617142857
20330,15590,5930,0,0,2.97,0.51,3500,5520,no,1.577142857
20310,15530,5970,0,0,3.02,0.46,3500,5430,no,1.551428571
18490,14320,5425,0,0,3.02,0.49,3500,5460,no,1.56
18470,14380,5390,0,0,2.97,0.47,3500,4910,no,1.402857143
18540,14260,5395,0,0,2.97,0.46,3500,5660,no,1.617142857
18570,14090,5390,0,0,2.97,0.48,3500,5170,no,1.477142857
20320,15810,5945,0,0,2.96,0.5,3500,5010,no,1.431428571
20380,15830,5930,0,0,3.04,0.52,3500,5180,no,1.48
20350,15550,5965,0,0,3.02,0.48,3500,5110,no,1.46
20360,15470,5960,0,0,3.02,0.51,3500,5780,no,1.651428571
20350,15850,5935,0,0,3.03,0.5,3500,5070,no,1.448571429
1836,1360,540,0,0,3,0.51,3500,5530,no,1.58
20310,15680,5960,0,0,3.02,0.46,3500,5300,no,1.514285714
20350,15640,5940,0,0,2.96,0.45,3500,5960,no,1.702857143
20350,16050,5960,0,0,3.02,0.47,3500,5760,no,1.645714286
19890,15200,5955,0,0,2.96,0.48,3500,3870,no,1.105714286
19910,15730,5960,0,0,3.02,0.46,3500,4860,no,1.388571429
19860,15840,5960,0,0,2.95,0.46,3500,5400,no,1.542857143
19900,15480,5950,0,0,3.03,0.46,3500,4460,no,1.274285714
19840,15470,5965,0,0,2.95,0.49,3500,3810,no,1.088571429
12670,9880,3800,0,0,2.95,0.49,3500,4920,no,1.405714286
19860,15470,6005,0,0,3,0.44,3500,5510,no,1.574285714
18040,14040,5390,0,0,2.97,0.45,3500,5380,no,1.537142857
19900,15530,5980,0,0,2.94,0.48,3500,5330,no,1.522857143
19880,15400,5955,0,0,2.96,0.48,3500,5310,no,1.517142857
18110,13870,5405,0,0,2.96,0.47,3500,4850,no,1.385714286
18110,13940,5385,0,0,2.97,0.48,3500,5020,no,1.434285714
17210,13410,5120,0,0,2.97,0.48,3500,4820,no,1.377142857
18120,13800,5400,0,0,3.04,0.45,3500,5110,no,1.46
18110,13820,5405,0,0,2.96,0.44,3500,4520,no,1.291428571
18150,13800,5385,0,0,3.05,0.44,3500,4930,no,1.408571429
18160,13840,5400,0,0,2.96,0.46,3500,5020,no,1.434285714
18120,13860,5390,0,0,3.04,0.44,3500,4700,no,1.342857143
18120,13760,5385,0,0,2.97,0.42,3500,4970,no,1.42
18150,13810,5395,0,0,3.04,0.46,3500,4800,no,1.371428571
18080,13800,5380,0,0,2.97,0.46,3500,5140,no,1.468571429
18090,13800,5380,0,0,2.97,0.45,3500,5130,no,1.465714286
18120,13810,5390,0,0,2.97,0.44,3500,5030,no,1.437142857
18990,14540,5670,0,0,2.96,0.49,3500,4560,no,1.302857143
10320,9180,3100,0,0.52,4,0.48,3500,4730,no,1.351428571
17250,15870,5160,0,0,4.03,0.48,3500,4490,no,1.282857143
17190,15900,5220,0,0,3.98,0.47,3500,3910,no,1.117142857
16200,14950,5285,0,0,0,0.49,3500,4220,no,1.205714286
16840,15840,5295,810,0.67,1.97,0.37,3500,5520,no,1.577142857
16810,15840,5280,820,0.67,1.97,0.38,3500,5730,no,1.637142857
16780,16150,5280,805,0.72,1.97,0.4,3500,4660,no,1.331428571
16830,16540,5255,790,0.67,1.99,0.43,3500,6280,no,1.794285714
16790,16740,5280,795,0.72,2.04,0.44,3500,6040,no,1.725714286
16760,16300,5290,785,0.74,1.98,0.41,3500,6170,no,1.762857143
16810,16490,5265,805,0.77,1.98,0.41,3500,6160,no,1.76
18430,17740,5795,870,0.68,1.98,0.37,3500,5670,no,1.62
18470,17880,5785,870,0.69,1.98,0.39,3500,6470,no,1.848571429
16800,15880,5250,785,0.68,1.99,0.37,3500,6070,no,1.734285714
16800,16080,5270,795,0.67,1.98,0.39,3500,5680,no,1.622857143
16770,16230,5255,805,0.67,1.98,0.39,3500,6270,no,1.791428571
18450,18010,5815,875,0.68,1.97,0.41,3500,6370,no,1.82
18110,17360,5800,885,0.87,1.97,0.39,3500,5020,no,1.434285714
18120,17420,5785,905,0.83,1.97,0.39,3500,5560,no,1.588571429
18070,17390,5800,885,0.83,1.97,0.41,3500,5400,no,1.542857143
16400,15830,5270,785,0.82,1.98,0.41,3500,5080,no,1.451428571
18110,17430,5790,955,0.82,2.02,0.4,3500,4490,no,1.282857143
18070,17080,5780,890,0.84,1.98,0.4,3500,4090,no,1.168571429
18130,17510,5790,885,0.83,1.98,0.4,3500,4280,no,1.222857143
16160,15520,5260,790,1.56,1.98,0.34,3500,5700,no,1.628571429
16180,15320,5265,830,1.55,2.03,0.32,3500,5600,no,1.6
16210,15300,5265,795,1.55,1.98,0.32,3500,5050,no,1.442857143
16170,15390,5245,795,1.56,2.05,0.32,3500,5630,no,1.608571429
16210,15410,5250,785,1.05,1.99,0.31,3500,5040,no,1.44
17310,12930,4512,1104,0.61,0,0.48,3500,4530,no,1.294285714
17280,12960,4518,1134,0.96,0,0.48,3500,3530,no,1.008571429
17160,12920,4545,1140,0.79,0,0.46,3500,4210,no,1.202857143
17180,12820,4545,1145,1.25,0,0.46,3500,4120,no,1.177142857
2600,1900,680,160,0.6,0,0.44,3500,3620,no,1.034285714
7000,5180,1830,445,0.94,0,0.4,3500,3850,no,1.1
1727,1246,452,113,1.07,0,0.47,3500,5850,no,1.671428571
1727,1246,452,113,1.07,0,0.47,3500,5900,no,1.685714286
15125,15275,4525,1140,1.53,0,0.41,3500,5310,no,1.517142857
15150,15400,4515,1125,1.72,0,0.4,3500,6350,no,1.814285714
15125,15475,4525,1130,1.7,0,0.41,3500,5020,no,1.434285714
15125,15300,4505,1120,1.19,0,0.38,3500,6380,no,1.822857143
17190,13710,4326,1098,0.59,3.91,0.45,3500,4800,no,1.371428571
18510,15000,4638,1164,0.6,4,0.45,3500,4720,no,1.348571429
18840,15330,4752,1194,0.5,3.97,0.47,3500,5290,no,1.511428571
18960,15270,4824,1194,0.4,3.99,0.45,3500,4190,no,1.197142857
18750,15330,4752,1188,0.4,4.04,0.47,3500,6130,no,1.751428571
18930,15150,4758,1194,0.39,3.97,0.47,3500,5380,no,1.537142857
17340,13890,4338,1098,0.35,3.97,0.46,3500,4520,no,1.291428571
18840,15060,4746,1182,0.59,3.98,0.46,3500,4700,no,1.342857143
18780,14850,4752,1188,0.34,3.97,0.45,3500,4710,no,1.345714286
18870,14910,4746,1188,0.4,4.04,0.45,3500,5470,no,1.562857143
18960,14970,4746,1194,0.35,3.97,0.46,3500,4000,no,1.142857143
18930,15420,4746,1194,0.35,3.97,0.47,3500,4890,no,1.397142857
19050,15300,4746,1188,0.34,3.98,0.47,3500,5190,no,1.482857143
17160,13770,4314,1080,0.35,4,0.46,3500,4850,no,1.385714286
16720,13900,4330,1240,0.57,3.88,0.46,3500,5830,no,1.665714286
17200,13920,4305,1080,0.59,4.01,0.45,3500,4580,no,1.308571429
16960,13760,4310,1105,0.3,3.99,0.44,3500,4360,no,1.245714286
17150,13775,4295,1075,0.3,4.08,0.44,3500,5430,no,1.551428571
17175,13725,4320,1085,0.3,4,0.44,3500,4520,no,1.291428571
17440,13920,4325,1055,0.61,4.01,0.49,3500,4520,no,1.291428571
18620,14860,4635,1160,0.67,4,0.49,3500,4930,no,1.408571429
18620,15020,4625,1155,0.71,4.05,0.49,3500,4860,no,1.388571429
19020,15180,4760,1175,0.79,4.01,0.48,3500,5350,no,1.528571429
17240,13780,4320,1070,0.8,4.01,0.49,3500,4650,no,1.328571429
17160,14200,4285,1115,0.72,4,0.48,3500,4280,no,1.222857143
18800,15220,4785,1185,0.47,3.99,0.43,3500,4810,no,1.374285714
18800,15440,4755,1190,0.45,3.97,0.44,3500,4700,no,1.342857143
17480,13820,4330,1060,0.33,4.01,0.43,3500,4480,no,1.28
18800,15140,4740,1210,0.37,3.97,0.47,3500,4300,no,1.228571429
17100,13480,4315,1070,0.52,4.01,0.42,3500,4250,no,1.214285714
18900,15080,4730,1190,0.44,4.02,0.43,3500,4810,no,1.374285714
16925,14100,4330,1070,0.54,4,0.45,3500,3810,no,1.088571429
17040,14160,4188,1032,0.54,3.98,0.47,3500,3710,no,1.06
17190,14190,4146,1044,0.54,3.93,0.47,3500,3860,no,1.102857143
17220,14070,4134,1038,0.5,3.94,0.45,3500,4740,no,1.354285714
17300,14100,4135,1060,0.37,4,0.45,3500,4520,no,1.291428571
17140,14360,4130,1040,0.56,3.98,0.5,3500,4110,no,1.174285714
17100,14060,4150,1025,0.75,3.98,0.49,3500,4160,no,1.188571429
17160,14040,4110,1040,0.56,4,0.51,3500,3800,no,1.085714286
17140,14020,4140,1060,0.52,4,0.44,3500,4610,no,1.317142857
12000,9720,2870,775,0.47,3.95,0.43,3500,4820,no,1.377142857
17040,13860,4150,1030,0.37,3.94,0.43,3500,3420,yes,0.977142857
17030,13870,4150,1030,0.41,3.94,0.45,3500,3860,no,1.102857143
16960,13880,4155,1020,0.39,3.94,0.44,3500,3950,no,1.128571429
16990,13720,4140,1020,0.38,4.03,0.45,3500,2660,yes,0.76
17880,12460,4125,1030,0.19,4.02,0.4,3500,4830,no,1.38
10880,7400,2480,630,0.25,4.05,0.45,3500,4700,no,1.342857143
16110,13050,3925,1020,0.77,0,0.46,3500,2740,yes,0.782857143
16180,13050,3935,1005,0.63,0,0.47,3500,2790,yes,0.797142857
13780,10990,3340,860,0.69,0,0.44,3500,2970,yes,0.848571429
16130,13180,3965,965,0.69,0,0.45,3500,3660,no,1.045714286
17050,13660,4140,1020,0.58,0,0.41,3500,3420,yes,0.977142857
17300,14775,4515,1125,0,0,0.45,3500,4630,no,1.322857143
17350,14925,4515,1125,0,0,0.43,3500,4660,no,1.331428571
12125,10350,3185,790,0,0,0.43,3500,4630,no,1.322857143
17250,14675,4515,1125,0,0,0.4,3500,5150,no,1.471428571
17300,14825,4530,1125,0,0,0.44,3500,4730,no,1.351428571
17250,14775,4525,1130,0,0,0.46,3500,4900,no,1.4
13825,11900,3615,900,0,0,0.46,3500,4420,no,1.262857143
10325,8925,2725,675,0,0,0.45,3500,5000,no,1.428571429
8790,7860,2082,528,0,2.91,0.47,3500,3570,no,1.02
17250,15510,4194,1032,0,2.99,0.47,3500,4350,no,1.242857143
1737,1486,414,103,0,3,0.5,3500,3890,no,1.111428571
17280,15450,4140,1032,0,2.94,0.48,3500,4190,no,1.197142857
12210,11010,2904,720,0,2.98,0.44,3500,4430,no,1.265714286
17430,15630,4152,1032,0,3.01,0.45,3500,4330,no,1.237142857
17430,15300,4134,1026,0,2.95,0.48,3500,3630,no,1.037142857
17400,15360,4152,1038,0,3.01,0.44,3500,3910,no,1.117142857
1737,1486,414,103,0,3,0.5,3500,5710,no,1.631428571
17430,15270,4134,1026,0,3.02,0.48,3500,4510,no,1.288571429
17520,15180,4134,1026,0,3.02,0.45,3500,4330,no,1.237142857
17400,15300,4134,1020,0,3.03,0.47,3500,4210,no,1.202857143
10450,9375,2495,620,0,3.98,0.41,3500,4640,no,1.325714286
17000,15800,4180,1095,0,2.96,0.46,3500,4740,no,1.354285714
14680,13780,3510,925,0,2.98,0.42,3500,4140,no,1.182857143
17000,16140,4145,1045,0,3.01,0.41,3500,4250,no,1.214285714
14460,13820,3525,875,0,3,0.43,3500,3930,no,1.122857143
17100,15820,4155,1025,0,3.01,0.41,3500,4770,no,1.362857143
1713,1521,414,103,0,3,0.5,3500,5260,no,1.502857143
17220,15820,4175,1020,0,2.95,0.47,3500,4230,no,1.208571429
17380,15200,4190,1025,0,2.99,0.49,3500,4430,no,1.265714286
15600,13960,3725,915,0,2.97,0.46,3500,5260,no,1.502857143
17460,15760,4135,1035,0,2.98,0.48,3500,4470,no,1.277142857
17500,16160,4135,1045,0,3.01,0.48,3500,4390,no,1.254285714
14080,12560,3305,830,0,3,0.49,3500,4360,no,1.245714286
17540,15510,4130,1025,0,3.03,0.47,3500,4200,no,1.2
11390,9980,2690,675,0,2.97,0.45,3500,4190,no,1.197142857
17540,15450,4135,1035,0,2.94,0.45,3500,4070,no,1.162857143
18860,16900,4545,1130,0,2.96,0.44,3500,3740,no,1.068571429
6880,6120,1665,400,0,2.91,0.46,3500,3970,no,1.134285714
17160,15350,4145,1020,0,2.94,0.43,3500,3620,no,1.034285714
18810,17220,4570,1140,0,3.01,0.47,3500,4090,no,1.168571429
17725,16100,4350,1090,0,4.01,0.5,3500,3890,no,1.111428571
16860,15680,4130,1010,0,4.03,0.5,3500,4690,no,1.34
17280,13290,4500,1120,0.36,2.99,0.41,3500,4650,no,1.328571429
17060,13390,4500,1135,0.48,2.98,0.41,3500,4110,no,1.174285714
17060,13610,4510,1125,0.43,2.98,0.41,3500,4750,no,1.357142857
7250,17950,5935,0,0.1,0,0.43,4000,6190,no,1.5475
3120,8360,2995,0,0.93,3.47,0.35,4000,5120,no,1.28
10920,16940,7495,0,0.51,3.47,0.38,4000,6370,no,1.5925
10860,16980,7495,0,0.51,3.5,0.38,4000,5710,no,1.4275
11980,18660,8275,0,0.41,3.5,0.36,4000,5510,no,1.3775
11940,18700,8255,0,0.45,3.51,0.38,4000,5940,no,1.485
11980,18660,8275,0,0.41,3.5,0.36,4000,6240,no,1.56
14640,15460,6085,0,0,0.69,0.52,4000,5520,no,1.38
14680,15320,6060,0,0,0.59,0.52,4000,5250,no,1.3125
16100,16980,6710,0,0,0.72,0.53,4000,5580,no,1.395
14660,15540,6095,0,0,0.64,0.52,4000,5400,no,1.35
14040,14550,5274,1326,0.3,3.94,0.39,4000,5870,no,1.4675
14075,14675,5255,1315,0.19,3.96,0.37,4000,4900,no,1.225
13925,14800,5275,1315,0.22,3.95,0.37,4000,4840,no,1.21
13950,14925,5260,1315,0.3,4.02,0.39,4000,4720,no,1.18
7700,8100,2905,725,0.21,4.05,0.4,4000,6370,no,1.5925
14000,14500,5310,1350,0.23,3.96,0.41,4000,5760,no,1.44
13980,14440,5365,1380,0.24,3.91,0.4,4000,5560,no,1.39
12510,13420,4750,1195,0.28,3.97,0.43,4000,5360,no,1.34
8100,18390,6576,1638,0.5,0,0.39,4000,6920,no,1.73
2850,6570,2304,576,0.28,0,0.38,4000,7270,no,1.8175
4440,9900,3612,912,0.29,0,0.33,4000,3670,yes,0.9175
4050,9150,3282,822,0.29,0,0.38,4000,7080,no,1.77
8075,18000,6585,1635,0.2,0,0.37,4000,7190,no,1.7975
6420,14760,5430,1320,0.2,0,0.38,4000,6750,no,1.6875
2700,10980,3612,408,0.9,3.48,0.38,4000,5690,no,1.4225
5525,20825,6395,1595,0.39,5.01,0.35,4000,6890,no,1.7225
15210,16140,5304,972,0,0,0.36,4000,4880,no,1.22
7650,8070,2658,480,0,0,0.34,4000,5660,no,1.415
11310,12900,4260,762,0.1,3.03,0.4,4000,7660,no,1.915
14320,15440,5420,950,0,0,0.37,4000,6990,no,1.7475
13440,15930,5508,1008,0,3.5,0.49,4000,5520,no,1.38
13530,16020,5496,1008,0,3.51,0.42,4000,5660,no,1.415
13580,15860,5585,990,0,3.47,0.47,4000,6170,no,1.5425
8280,19920,5526,1362,0.28,0,0.37,4000,5400,no,1.35
4950,12000,3294,804,0.2,0,0.41,4000,6670,no,1.6675
8160,19740,5495,1365,0.14,0,0.41,4000,5530,no,1.3825
8320,20880,5565,1360,0.4,0,0.41,4000,6010,no,1.5025
8580,20380,5505,1325,0.1,0,0.38,4000,7150,no,1.7875
8480,20940,5510,1370,0,0,0.39,4000,7020,no,1.755
8500,20520,5525,1340,0.39,0,0.38,4000,5940,no,1.485
10200,12600,6080,495,0.49,0,0.41,4000,6320,no,1.58
10220,12560,6470,570,0.45,0,0.38,4000,6860,no,1.715
8960,15100,6125,500,0.33,0,0.42,4000,5670,no,1.4175
9820,13140,6070,510,0.29,0,0.39,4000,5750,no,1.4375
9720,13630,6115,485,0.5,0,0.36,4000,4700,no,1.175
10200,12420,5274,1308,0.5,0,0.37,4000,6370,no,1.5925
2580,3340,1310,335,0.36,0,0.37,4000,6950,no,1.7375
9080,14280,5305,1310,0.36,0,0.41,4000,7130,no,1.7825
17300,12100,6580,0,1.09,0,0.39,4000,5770,no,1.4425
17280,12100,6590,0,1.11,0,0.41,4000,4820,no,1.205
17300,11960,6570,0,1.1,0,0.41,4000,6160,no,1.54
17200,11960,6645,0,1.25,0,0.4,4000,6210,no,1.5525
17700,12560,4480,1160,0.33,4.11,0.45,4000,4430,no,1.1075
15690,14130,4818,1224,0.48,5.1,0.41,4000,5050,no,1.2625
15675,14300,4830,1230,0,4.95,0.39,4000,6250,no,1.5625
15650,14300,4875,1205,0.31,4.97,0.38,4000,6030,no,1.5075
15250,14825,4810,1215,0.5,5.08,0.44,4000,6250,no,1.5625
15720,14530,4850,1225,0.29,5,0.41,4000,5170,no,1.2925
11760,10760,3615,925,0.34,5.02,0.39,4000,4070,no,1.0175
18060,13320,5628,0,0.52,3.98,0.46,4000,5190,no,1.2975
17880,13260,5634,0,0.6,3.98,0.46,4000,5390,no,1.3475
18000,13380,5628,0,0.6,3.98,0.46,4000,4280,no,1.07
14130,10560,4506,0,0.89,3.99,0.36,4000,5800,no,1.45
17730,13110,5640,0,0.44,4.04,0.45,4000,4730,no,1.1825
17700,13170,5634,0,0.43,4.12,0.45,4000,4570,no,1.1425
17700,13260,5634,0,0.39,4.05,0.44,4000,4570,no,1.1425
17760,13170,5628,0,0.34,3.98,0.46,4000,6320,no,1.58
17730,13200,5634,0,0.35,4.05,0.45,4000,4900,no,1.225
17700,13140,5628,0,0.5,4.05,0.46,4000,5060,no,1.265
17825,12925,5635,0,0.48,4.12,0.42,4000,4970,no,1.2425
17950,12925,5630,0,0.36,3.98,0.43,4000,5770,no,1.4425
17825,13225,5625,0,0.38,3.98,0.46,4000,5420,no,1.355
17725,13175,5620,0,0.36,3.99,0.45,4000,5050,no,1.2625
17725,13350,5640,0,0.4,4.04,0.45,4000,5510,no,1.3775
17725,13075,5640,0,0.34,4.04,0.42,4000,5940,no,1.485
17460,13520,5690,0,0.49,3.95,0.38,4000,4780,no,1.195
17260,13600,5635,0,0.5,3.99,0.42,4000,5350,no,1.3375
13940,11420,4510,0,0.49,3.99,0.43,4000,5230,no,1.3075
17380,13560,5640,0,0.59,3.99,0.43,4000,5480,no,1.37
1755,1307,564,0,0.8,4,0.46,4000,6270,no,1.5675
17300,13600,5670,0,0.49,3.97,0.41,4000,5940,no,1.485
17280,13660,5630,0,0.44,4,0.42,4000,4530,no,1.1325
17800,13820,5640,0,0.69,3.99,0.43,4000,4360,no,1.09
17800,13720,5660,0,0.8,3.98,0.45,4000,4950,no,1.2375
17500,13600,5640,0,0.71,3.99,0.45,4000,5050,no,1.2625
17560,13640,5650,0,0.6,3.98,0.42,4000,4630,no,1.1575
17580,13700,5630,0,0.3,4,0.42,4000,5230,no,1.3075
17680,13700,5645,0,0.39,3.99,0.42,4000,5060,no,1.265
17520,13760,5675,0,0.39,3.96,0.41,4000,5690,no,1.4225
17660,13640,5645,0,0.3,3.99,0.41,4000,6850,no,1.7125
17600,13720,5640,0,0.3,3.99,0.4,4000,5110,no,1.2775
17580,13620,5650,0,0.34,3.98,0.41,4000,5070,no,1.2675
17540,13560,5640,0,0.39,3.99,0.41,4000,4940,no,1.235
17560,13680,5645,0,0.39,3.99,0.4,4000,4090,no,1.0225
17520,13640,5700,0,0.39,3.95,0.43,4000,5940,no,1.485
17660,13700,5635,0,0.3,5,0.44,4000,4110,no,1.0275
17540,14000,5670,0,0.3,4.97,0.42,4000,4740,no,1.185
17500,13820,5635,0,0.3,5,0.42,4000,4900,no,1.225
17560,13940,5690,0,0.28,4.96,0.42,4000,5270,no,1.3175
17680,13940,5640,0,0.3,5,0.42,4000,4560,no,1.14
17540,13700,5630,0,0.3,5.01,0.39,4000,4250,no,1.0625
17580,13600,5635,0,0.3,5,0.36,4000,4600,no,1.15
17500,13460,5645,0,0.3,5,0.41,4000,4400,no,1.1
17660,13440,5645,0,0.3,5,0.41,4000,4640,no,1.16
17540,13580,5660,0,0.3,4.98,0.42,4000,5170,no,1.2925
17860,13560,5620,0,0.39,5.02,0.42,4000,4310,no,1.0775
17720,13980,5670,0,0.41,4.97,0.42,4000,4310,no,1.0775
14620,10880,4575,0,0.35,4.92,0.41,4000,4520,no,1.13
17720,13560,5695,0,0.33,4.95,0.4,4000,4640,no,1.16
17640,13500,6565,0,0.5,5.03,0.36,4000,6110,no,1.5275
17720,13520,6725,0,0.49,4.91,0.35,4000,5110,no,1.2775
3500,2720,1360,0,0.51,4.85,0.35,4000,4810,no,1.2025
7020,5400,2630,0,0.49,5.02,0.35,4000,6720,no,1.68
17675,13075,5640,0,0.2,4.02,0.43,4000,5940,no,1.485
17725,13075,5640,0,0.32,4.02,0.43,4000,4690,no,1.1725
17850,13075,5635,0,0.35,4.05,0.44,4000,4700,no,1.175
17625,13225,5625,0,0.34,4.05,0.35,4000,5120,no,1.28
12030,9600,3918,0,0.48,3.98,0.47,4000,4520,no,1.13
10380,8220,3354,0,0.48,3.94,0.47,4000,5140,no,1.285
17070,13620,5640,0,0.5,3.9,0.46,4000,4420,no,1.105
17130,13590,5604,0,0.5,4.07,0.46,4000,4880,no,1.22
17070,13620,5592,0,0.5,3.93,0.46,4000,4730,no,1.1825
17250,13620,5622,0,0.5,3.98,0.47,4000,4910,no,1.2275
3420,2730,1140,0,0.44,3.86,0.42,4000,4980,no,1.245
17100,13800,5604,0,0.48,4,0.47,4000,5650,no,1.4125
17100,13650,5592,0,0.5,3.93,0.47,4000,4980,no,1.245
17250,13680,5622,0,0.5,3.91,0.46,4000,4120,no,1.03
17220,13650,5592,0,0.5,3.93,0.46,4000,4960,no,1.24
17160,13620,5598,0,0.5,3.93,0.45,4000,5420,no,1.355
18900,15180,6150,0,0.44,3.97,0.47,4000,5310,no,1.3275
17250,13650,5586,0,0.45,3.94,0.47,4000,4880,no,1.22
17100,13830,5616,0,0.46,3.99,0.47,4000,5340,no,1.335
17040,13620,5628,0,0.44,4.05,0.46,4000,5170,no,1.2925
19020,15060,6168,0,0.45,4.02,0.46,4000,5310,no,1.3275
18810,15120,6150,0,0.44,4.1,0.47,4000,5540,no,1.385
18780,15150,6204,0,0.44,3.93,0.46,4000,5890,no,1.4725
18840,15090,6156,0,0.55,3.96,0.47,4000,5220,no,1.305
18930,15060,6156,0,0.55,3.96,0.47,4000,5310,no,1.3275
13620,11010,4470,0,0.54,4.03,0.45,4000,4870,no,1.2175
17100,13830,5622,0,0.59,3.98,0.45,4000,5740,no,1.435
17010,13770,5610,0,0.45,3.92,0.46,4000,4900,no,1.225
1710,1350,576,0,0.35,4.86,0.38,4000,4810,no,1.2025
17280,13830,5586,0,0.5,4.01,0.45,4000,4030,no,1.0075
17370,13380,5598,0,0.45,4,0.47,4000,6470,no,1.6175
19020,14970,6162,0,0.45,3.96,0.47,4000,5270,no,1.3175
19110,15000,6156,0,0.5,3.96,0.47,4000,4950,no,1.2375
17220,13890,5604,0,0.45,4,0.47,4000,5010,no,1.2525
17220,13920,5634,0,0.55,3.9,0.47,4000,4980,no,1.245
17310,13770,5592,0,0.5,3.93,0.47,4000,4820,no,1.205
17040,13830,5604,0,0.45,3.93,0.47,4000,5900,no,1.475
17130,13560,5586,0,0.45,3.94,0.44,4000,5820,no,1.455
17100,13650,5592,0,0.45,3.93,0.47,4000,5300,no,1.325
17190,13620,5592,0,0.45,3.93,0.47,4000,5940,no,1.485
10290,8220,3372,0,0.42,4.03,0.46,4000,4980,no,1.245
11970,9510,3918,0,0.41,3.98,0.46,4000,5430,no,1.3575
17130,13560,5586,0,0.39,4.01,0.46,4000,5300,no,1.325
4290,3480,1398,0,0.36,3.72,0.32,4000,5910,no,1.4775
15450,12150,5034,0,0.46,4.05,0.45,4000,5500,no,1.375
13740,10830,4476,0,0.49,3.93,0.43,4000,3900,yes,0.975
13740,10740,4476,0,0.4,4.02,0.46,4000,5170,no,1.2925
13800,10770,4476,0,0.38,3.93,0.44,4000,4800,no,1.2
13800,10830,4482,0,0.4,4.02,0.44,4000,4890,no,1.2225
18900,14820,6180,0,0.42,3.95,0.44,4000,5970,no,1.4925
9870,7830,3216,0,0.5,3.98,0.42,4000,6670,no,1.6675
17160,13560,5598,0,0.34,4,0.46,4000,5320,no,1.33
1713,1324,560,0,0.38,4,0.48,4000,5790,no,1.4475
17190,13530,5586,0,0.36,4.01,0.47,4000,4380,no,1.095
18900,14940,6156,0,0.5,4.03,0.46,4000,4500,no,1.125
18930,14910,6156,0,0.39,3.96,0.46,4000,4680,no,1.17
17220,13560,5586,0,0.38,3.94,0.45,4000,4270,no,1.0675
17190,13560,5598,0,0.45,3.93,0.46,4000,5050,no,1.2625
17160,13620,5586,0,0.38,4.01,0.42,4000,5810,no,1.4525
13740,10830,4482,0,0.31,4.02,0.39,4000,6410,no,1.6025
17190,13740,5586,0,0.45,3.94,0.46,4000,5600,no,1.4
17130,13770,5598,0,0.43,4,0.44,4000,5900,no,1.475
18960,15150,6150,0,0.46,3.97,0.45,4000,5530,no,1.3825
17160,13740,5598,0,0.43,4,0.44,4000,5050,no,1.2625
17160,13530,5622,0,0.44,3.98,0.44,4000,5730,no,1.4325
13770,11040,4470,0,0.45,3.94,0.44,4000,5310,no,1.3275
17190,13830,5598,0,0.39,4,0.45,4000,5640,no,1.41
17220,13800,5592,0,0.36,4.01,0.45,4000,5860,no,1.465
8550,6900,2802,0,0.39,3.85,0.41,4000,5570,no,1.3925
14580,11730,4752,0,0.4,3.96,0.43,4000,5620,no,1.405
18900,15180,6156,0,0.41,3.96,0.47,4000,4640,no,1.16
17190,13800,5592,0,0.41,3.93,0.47,4000,5110,no,1.2775
17190,13800,5592,0,0.39,4.08,0.47,4000,4770,no,1.1925
3420,2760,1122,0,0.36,4.28,0.32,4000,5650,no,1.4125
17190,13800,5616,0,0.37,3.92,0.46,4000,5630,no,1.4075
5130,4080,1680,0,0.42,4.29,0.34,4000,4960,no,1.24
17130,13710,5586,0,0.45,3.94,0.42,4000,4970,no,1.2425
17130,13710,5592,0,0.48,4.01,0.43,4000,4690,no,1.1725
17100,13530,5592,0,0.43,4.01,0.46,4000,5090,no,1.2725
17130,13560,5604,0,0.41,4,0.46,4000,5300,no,1.325
17130,13560,5598,0,0.43,4,0.46,4000,4630,no,1.1575
17160,13530,5628,0,0.43,4.05,0.45,4000,5170,no,1.2925
17100,13530,5586,0,0.5,3.94,0.46,4000,4390,no,1.0975
